idx,text,label
11551,I had a scary dream last night. The little dog in the cage was barking nervously.,None
11552,I had a scary dream last night. I recalled the nightmare after a complete awakening.,effect
11553,The outside of the rose stem doesn't have prickles anymore. It is very cold in the north in winter.,None
11554,The outside of the rose stem doesn't have prickles anymore. The gardener had to remove prickles of the rose.,cause
11555,The harvest of ripe is pleasing for him. The farmer uses fertilizer when growing ripe.,cause
11556,The harvest of ripe is pleasing for him. Tom always eat apples with their peel.,None
11557,A link to other texts was open. Tom clicked the hypertext in the document.,cause
11558,A link to other texts was open. He kept those albums.,None
11559,He is a pragmatist now. The think tank helped the president clarify the logic.,None
11560,He is a pragmatist now. Tom has become more and more mature in recent years.,cause
11561,Treehoppers has many nature enemies. The treehoppers have their own way to protect themselves.,effect
11562,Treehoppers has many nature enemies. The treehoppers often warn each other when they feel dangerous.,None
11563,The doctor prescribed him anticonvulsants. Tom has cysticercosis.,cause
11564,The doctor prescribed him anticonvulsants. Tom was diagnoised as thiamine deficiency.,None
11565,"As a new type of expression, rap is born. To adapt to new environment, the human gene pool has undergone some changes.",None
11566,"As a new type of expression, rap is born. Human expression has been evolving.",cause
11567,New conditions didn't impact their growth. The Gooseberries were transplanted.,cause
11568,New conditions didn't impact their growth. The Gooseberries were retained.,None
11569,Tori is an immigrant. She is admitted as permanent residents of the united states.,effect
11570,Tori is an immigrant. She is admitted as temporary residents of the united states.,None
11571,Tom want to know the amount a circle varies from being a circle. Tom use roundness to measure it.,effect
11572,Tom want to know the amount a circle varies from being a circle. He uses the ratio of solute to solvent.,None
11573,Star's eyes hurt. Strontium disappers from the earth.,None
11574,Star's eyes hurt. Fans hit the laser on the face of the star.,cause
11575,I cannot see the words clearly. I read the words in red in a dim light.,cause
11576,I cannot see the words clearly. I read the words in red in a sunny day.,None
11577,This circumstance helped the minister win a lot of votes. He smokes a lot.,None
11578,This circumstance helped the minister win a lot of votes. The minister expressed his thanks to this circumstance.,effect
11579,Experts can easily distinguish ibexs becuase of their structures. There are a lot of things mixed together here.,cause
11580,Experts can easily distinguish ibexs becuase of their structures. The annual plant evolved into a perennial one.,None
11581,Animals eating these food were poisoned. The cattle accidentally ingested nitrate.,None
11582,Animals eating these food were poisoned. The food thrown into the forest contained with mycotoxins.,cause
11583,Cassowary populations are down. The original habitats of the moose in this region are nearly all destroyed.,None
11584,Cassowary populations are down. Cassowaries have less and less habitat.,cause
11585,He can easily hunt the prey. The Bristletails had access to their predators.,None
11586,He can easily hunt the prey. The beast has an accurate sense of smell.,cause
11587,He hypothesized the cause of the event was earthquake. An event occurred and was observed by the geographer.,cause
11588,He hypothesized the cause of the event was earthquake. The son found the aquaria empty.,None
11589,His result is published in a journals. Tom has done a tomography.,None
11590,His result is published in a journals. Tom analyzed the relationship between housing prices and cities and made some observations.,cause
11591,Tom throws a stone into a group of doves which are eating on the ground. The doves run away.,None
11592,Tom throws a stone into a group of doves which are eating on the ground. The doves fly away over Tom's head.,effect
11593,Students now should learn how to get along well with others. They are invited to watch theatres.,effect
11594,Students now should learn how to get along well with others. He began his study unconciously.,None
11595,The doctor told him to get further tests to confirm the diagnosis. The doctor tentatively diagnosed him with a viral infection.,cause
11596,The doctor told him to get further tests to confirm the diagnosis. The enemy launched a raid.,None
11597,They want to buy a new car next year. They save money from now on.,effect
11598,They want to buy a new car next year. They have made holes in a steep slope that used to be thickly vegetated.,None
11599,The house is old. Th debris easily fell down when touching the wall.,effect
11600,The house is old. Her self-esteem is profoundly impacted.,None
11601,Bob asked the flight attendant a question. The aquarium needs to create a natural landscape for the animals so that they can better adapt to the environment of the aquarium.,None
11602,"Bob asked the flight attendant a question. Bob, as a passenger, wants to know when the train will arrive.",cause
11603,She is advised to keep a bulldog. Mary wants to keep a low-exercise dog.,cause
11604,She is advised to keep a bulldog. Lina wishes to specialize in dogs.,None
11605,Lily has a headache while Lucy has a fever. Lily should take analgesics and Lucy should take antipyretics.,effect
11606,Lily has a headache while Lucy has a fever. Lily takes antipyretics and Lucy takes analgesics.,None
11607,He plans to go to Marses. He likes to observe volcanoes up close.,cause
11608,He plans to go to Marses. Michael has read several chapters of a novel.,None
11609,The daphnia has two antennaes. The daphnia was a kind of animal.,None
11610,The daphnia has two antennaes. He can swim in the water in a free way.,effect
11611,Bushbabies have very large eyes. Bushbabies go out for food at night.,effect
11612,Bushbabies have very large eyes. Bushbabies sleep at night.,None
11613,He was often angry. Problems of sexual dysfunction disturbed him.,None
11614,He was often angry. His psychiatrist thought he had an unskilful state of mind.,effect
11615,Five fire accidents happened in Harbin this week. None of them occurred near the fireplaces.,None
11616,Five fire accidents happened in Harbin this week. Four of them occurred near the fireplaces.,effect
11617,Tom knows that the essence of what he has learned is to identify the characteristics of living matter. Tom studies physics.,None
11618,Tom knows that the essence of what he has learned is to identify the characteristics of living matter. Tom studies biochemistry.,cause
11619,He was diagnosed with something wrong with ventricular. Tom felt something wrong with his body and went to hospital.,None
11620,"He was diagnosed with something wrong with ventricular. Tim, who has a medical history with hypertension, recently felt uncomfortable.",cause
11621,Some wate left on their surfaces. The blades were took out of water.,cause
11622,Some wate left on their surfaces. There are five arc-shaped features on the surface of the glacier.,None
11623,This place is heavily polluted by heavy metals. Doctors find that many people here have deteriorated their cognitive ability.,effect
11624,This place is heavily polluted by heavy metals. The doctors needed to use different methods to clean different toxic chemicals in his body.,None
11625,Now two of them are decayed like a bell. Rita bought three envelopes three days ago.,cause
11626,Now two of them are decayed like a bell. Rita bought three envelopes three years ago.,None
11627,Tom eats some mint food every day. No side effects have ever happened to him.,None
11628,Tom eats some mint food every day. His constipation has improved.,effect
11629,Researchers conduct epidemiological analysis of some wild animals. They chose to study ostracods and wrote a report.,None
11630,Researchers conduct epidemiological analysis of some wild animals. Scientists have found many cases of rabies.,effect
11631,The dog born many babies in a short time. Sam's mother often bit her fingers.,None
11632,The dog born many babies in a short time. The vet has injected some oxytocins into the dog's body.,cause
11633,He is familiar with the use of effigies. Tom watches art of the dead very often.,cause
11634,He is familiar with the use of effigies. The biologist has been observing rabbits for years.,None
11635,They are classified as two subtypes. Biologists observe the reactions that take place in various bacteria.,None
11636,They are classified as two subtypes. The growth habit of the two blackberries are different.,cause
11637,I found my hands moisture. I plugged my hands in the clay.,cause
11638,I found my hands moisture. I can fix cars.,None
11639,The baby learned to call Mommy. A little baby can't talk.,cause
11640,The baby learned to call Mommy. Alice has just had a baby.,None
11641,It attacks small animals. I kept a Hedgehog as my pet.,None
11642,It attacks small animals. The rattlesnake is hungry.,cause
11643,Scholars found dinosaur fossils. The bacteria on the towel slowed down.,None
11644,Scholars found dinosaur fossils. These fossils prove that dinosaurs lived here before.,effect
11645,The humidifier increased the humidity. She could measure the color of the fronds.,None
11646,The humidifier increased the humidity. The measured amount of moisture in the air was higher.,effect
11647,It was in a rust. Many Meadowlarks lived in this area.,None
11648,It was in a rust. The tap was always dropping.,cause
11649,The worker started the turbine. The metal shafts were turned.,effect
11650,The worker started the turbine. Turbine started to generate.,None
11651,"Tom loves watching matches of gymnastics. He often sees Cartwheels, an acrobatic exercise.",effect
11652,Tom loves watching matches of gymnastics. He felt energetic.,None
11653,Anna works in a clinic. She deals with medical facilities every day.,effect
11654,Anna works in a clinic. He is professionally trained to diagnose and treat patients.,None
11655,They tend to sleep ealier in order to keep a healthy body. Males and females tend to wear differently.,None
11656,They tend to sleep ealier in order to keep a healthy body. Young people are more and more advocating nightlife.,cause
11657,Tom is short of manganese and vitamin K. The nutritionist advised him to eat more legumes.,None
11658,Tom is short of manganese and vitamin K. The doctor encourages Tom to eat more raspberries.,effect
11659,He looked for low-level radiations generated by computer terminals microwave ovens etc. His teacher told him that electromagnetic field was one of them.,effect
11660,He looked for low-level radiations generated by computer terminals microwave ovens etc. They were hard to be found.,None
11661,He found that their bodies were long. Jack looked at the bodies of amphiumas.,cause
11662,He found that their bodies were long. He saw a bird whose head was oval and whose muzzle was long.,None
11663,Polonium is about one in 100 trillion in the earth's crust. It's a silver white metal that glows in the dark.,effect
11664,"Polonium is about one in 100 trillion in the earth's crust. It includes material like iron, cobalt, nickel etc.",None
11665,An accident happened in the supermarket. Shoppers became witnesses.,effect
11666,An accident happened in the supermarket. People inside faced great inconvenience.,None
11667,"Botanists test how long pesticides stay in the environment. Biologists find that the longer the pesticide stays, the better the durability of the pesticide.",effect
11668,"Botanists test how long pesticides stay in the environment. Biologists find that the longer the pesticide stays, the faster the environmental pollution.",None
11669,"Once you bought a car and used it, it's value dropped sharply. The disinflation happened.",None
11670,"Once you bought a car and used it, it's value dropped sharply. It is the largest but only cost you have to pay for it.",effect
11671,Butterflies were attracted to the garden. Tom grew sunflowers in his garden.,cause
11672,Butterflies were attracted to the garden. Insects are available in this garden.,None
11673,We can know one's society's gender from the clothing. The pattern of hierarchies was abolished today.,None
11674,We can know one's society's gender from the clothing. Males and females tend to wear differently.,cause
11675,The couple were going on a trip. They have eaten a lot of delicious food.,effect
11676,The couple were going on a trip. He booked a flight to the country they inhabit.,None
11677,They can protect themselves in winter. Cows have tails.,None
11678,They can protect themselves in winter. Bears eat a lot of food.,cause
11679,Tom likes to study simple chemicals. Tom is currently studying alkanes.,effect
11680,Tom likes to study simple chemicals. His mother bought a conker for him.,None
11681,He has arthritis. Tom always exposes his ankles.,cause
11682,He has arthritis. Bob got diastemas when he was young.,None
11683,Tom felt himself in good health. Doctors said that he had high blood pressure.,effect
11684,Tom felt himself in good health. Tom is still healthy.,None
11685,John wants to optimize the qulity of scanned photos when printed on desktops printers. He used halftone.,effect
11686,John wants to optimize the qulity of scanned photos when printed on desktops printers. He has lots of expensive materials.,None
11687,Caracals often get skin diseases around their ears. Too much fur can cause skin diseases in caracals.,cause
11688,Caracals often get skin diseases around their ears. The weeds grow so crazy there.,None
11689,There are a lot of gluons in the space. They have been exploded.,None
11690,There are a lot of gluons in the space. They have formed a quark.,effect
11691,They are usually killed by other animals. Deer are usually prey on grasslands.,cause
11692,They are usually killed by other animals. Thirty years ago there were only five or six jackals here.,None
11693,The contents of his large intestine flowed back into the small intestine. There is something wring with Tom's urinary system.,None
11694,The contents of his large intestine flowed back into the small intestine. He had a problem with his cecum.,cause
11695,His brain was paralyzed on some crucial functions. This old man was diagonsed with psychosis.,None
11696,His brain was paralyzed on some crucial functions. The synapses of his brain were damaged.,cause
11697,We can still see a little bit of starlight. It's cloudy today.,None
11698,We can still see a little bit of starlight. The sky is clouded tonight.,cause
11699,There is a strong disturbance of magnetic field. The vegetation was destroyed.,None
11700,There is a strong disturbance of magnetic field. Earphones are no more useful.,effect
11701,George always needs to take medicine to treat pharyngitis. George catches a cold easily all the time.,cause
11702,George always needs to take medicine to treat pharyngitis. Henry wanted to be treated with natural medicine.,None
11703,The aunt bought the product in the shop A. The teacher wants to buy a hybrid for the experiment.,None
11704,The aunt bought the product in the shop A. The product in the shop A is more expensive than the one in the shop B.,cause
11705,Otters spend long time choosing a habitat. Otters move into a new habitat.,None
11706,Otters spend long time choosing a habitat. Highly selective choices take long time.,cause
11707,They looked at the ovum under a microscope. They saw that it mainly consisted of cell fluids.,effect
11708,They looked at the ovum under a microscope. Sperms can pass through the surface of an ovum.,None
11709,It can't secrete collage. Its fibroblasts were damaged.,cause
11710,It can't secrete collage. My mom considers the Efficiency when she deposits her money.,None
11711,It needs to be sealed for preservation. Much of the laboratory is exposed to oxygen.,cause
11712,It needs to be sealed for preservation. Tom has picked up a stone with the ring pattern like malachite.,None
11713,Lily buys designs. Lily's clothes hasve texture.,effect
11714,Lily buys designs. Her pajamas are made of satin.,None
11715,The doctor said he was deficient in minerals. The little boy suffers from roseola.,None
11716,The doctor said he was deficient in minerals. Jack is not feeling well.,cause
11717,He saw the letter inside. He opened the envelope.,cause
11718,He saw the letter inside. Tom had examined many times and used the best option.,None
11719,They could be recognzied as needles. Tom draw reduced leaves with a small surface areas.,cause
11720,They could be recognzied as needles. Tom draw round leaves with a big surface areas.,None
11721,My mother bought me many different vitamins. She thinks my health condition is not very good.,effect
11722,My mother bought me many different vitamins. I bought some tungstens.,None
11723,The droplet-size rain fell in wind. Unbrellas failed to resist its drifting direction.,effect
11724,The droplet-size rain fell in wind. This altered the condition of this rain.,None
11725,The boss temporarily changed his decision and stopped his cooperation with the company A. Resonance occurred.,None
11726,The boss temporarily changed his decision and stopped his cooperation with the company A. Company B has one more chance to be a competitor.,effect
11727,Rob wants to find out the biggest of the small closer moons to uranus. Robs notices Puck is what he wants.,effect
11728,Rob wants to find out the biggest of the small closer moons to uranus. Rob believes Mars is the answer.,None
11729,Mike has a manta as his pet. The manta rays when he feeds it with plankton bloom.,effect
11730,Mike has a manta as his pet. His son is chasing after him and wants to play with him.,None
11731,There was injury in Tom's skin. The new skin can't regenerate.,None
11732,There was injury in Tom's skin. Tanning occured because of his skin's biological response to injury.,effect
11733,Each bay is different with different properties. We can distinguish each bay clearly.,effect
11734,Each bay is different with different properties. They have different characteristics.,None
11735,John resembles more Lucy. The gross grow up.,None
11736,John resembles more Lucy. Tom and Lucy are John's parents.,cause
11737,Tom works as a baker in a bakery. He does things casually.,None
11738,Tom works as a baker in a bakery. He knows exactly what to do at any time.,effect
11739,Many oil exploitation activities are frequently carried out at sea. Many marine life die unfortunately.,effect
11740,Many oil exploitation activities are frequently carried out at sea. A lot of problems arise.,None
11741,Research later revealed that they had suffocated in a confined space. Archaeologists found a cluster of Megatodonts bones.,cause
11742,Research later revealed that they had suffocated in a confined space. Tom recently did a research about choanocytes.,None
11743,They found that most of them are beetles. Tom is catching some doves mixed with a group of wagtails.,None
11744,They found that most of them are beetles. Scientists have collected a lot of insects.,cause
11745,Iron is a common material in daily life. Iron is widely used in industrial production.,None
11746,Iron is a common material in daily life. Iron is not essay to deform.,cause
11747,Jack used the universal constant of gravity in his report. He denoted this constant in terms of G.,effect
11748,Jack used the universal constant of gravity in his report. He denoted this constant in terms of T.,None
11749,The pheasant swallowed it. Tomy threw a big bug to the pheasant.,cause
11750,The pheasant swallowed it. Tomy threw a big bag to the pheasant.,None
11751,Gametogenesis was finished. Collagen fibers were formed.,None
11752,Gametogenesis was finished. Spermatogenesises was finished ealier.,effect
11753,They are embarrassed about incontinence. Many elderly people can't control their urinary system.,cause
11754,They are embarrassed about incontinence. Many elderly people can't control their intestinal system.,None
11755,He wouldn't be the boss of the manager any more. Tom has sold all his stocks.,cause
11756,He wouldn't be the boss of the manager any more. The coach is retiring.,None
11757,The farmer noticed that the cows kept chewing something when there was no food. The food was not eatable.,None
11758,The farmer noticed that the cows kept chewing something when there was no food. The farmer learned that it is cud.,effect
11759,Kunming is a city which is also have four seasons. Kunming is famous for its mild temperature in all seasons.,effect
11760,Kunming is a city which is also have four seasons. Kunming's climate varies greatly in four seasons.,None
11761,Thanos have a great desire. Most of them live a healthy life.,None
11762,Thanos have a great desire. That energy moved within the universe.,effect
11763,The country becomes rich by producing and selling petrochemicals. He lived in a capitalist country.,None
11764,The country becomes rich by producing and selling petrochemicals. This country abounds in petroleum.,cause
11765,The actress has an innvation in her performance. People renewed their views.,effect
11766,The actress has an innvation in her performance. The audience were indifferent.,None
11767,Phenolphthalein turns red in alkaline solutions but does not change in acidic solutions. There was no change in phenolphthalein between the two solutions.,None
11768,Phenolphthalein turns red in alkaline solutions but does not change in acidic solutions. Peter put phenolphthalein in an alkaline solution and an acid solution.,cause
11769,Insurance relieves one's worries about accidents. People buy insurances for weather.,effect
11770,Insurance relieves one's worries about accidents. People buy insurances for flights.,None
11771,Lisa keeps some midges. Weededges and small panfish had filled their stomach.,None
11772,Lisa keeps some midges. She witnessed them from birth to death in one day.,effect
11773,They both had dry mouths. They spent the whole evening watching movies.,None
11774,They both had dry mouths. They talked all night.,cause
11775,Jack caught the influenza. He caught the badgers.,None
11776,Jack caught the influenza. His body's resistance to infection decreased.,effect
11777,"Lucy took her camera when she was going on a trip. After that, she became allergic.",None
11778,Lucy took her camera when she was going on a trip. She has taken a lot of photos.,effect
11779,Gina'sdesk is under the air conditioner. She wears a coat to keep out the wind every day.,effect
11780,Gina'sdesk is under the air conditioner. One's skin protein can react with the air for its basic amino group.,None
11781,The air pollution is very terrible. All the operations were in a mess.,None
11782,The air pollution is very terrible. The irritation among people is increasing.,effect
11783,Ions can permeate throught the membrane. This is called diffusion of oxygen.,None
11784,Ions can permeate throught the membrane. They can accumulated on one side.,effect
11785,This patient had pneumonia caused by Streptococcus pneumoniae infection. He was taken by ambulance to the emergency room.,None
11786,This patient had pneumonia caused by Streptococcus pneumoniae infection. The physician prescribed the patient with Penicillins.,effect
11787,Our folk show respect to nature spirits. Faeries are awesome to us.,effect
11788,Our folk show respect to nature spirits. They remember them through anniversaries.,None
11789,His son needs a shower. Lazy Jack just pulled the hose.,None
11790,His son needs a shower. His son went to the bathroom.,effect
11791,He is going to use microscope to observe molecules everyday. He chooses to study biochemistry in university.,cause
11792,He is going to use microscope to observe molecules everyday. Tom's vertebrae were damaged.,None
11793,Jack's company is in desperate need of cash flow. This prevents it from reproducing normally.,None
11794,Jack's company is in desperate need of cash flow. He mortgaged the company building to the bank for a loan.,effect
11795,The focus on the duplications of environments like interstitial cells. Scientists are studying the copy method of retroviruses.,None
11796,The focus on the duplications of environments like interstitial cells. They aims to imitate the celluar enviroment of Spermatogenesis.,cause
11797,Lily is a little constipated recently. She buys a lot of yogurt to drink.,effect
11798,Lily is a little constipated recently. The doctor gave her some drugs for digestive system.,None
11799,She saw many flowers of salmonberries. Lucy visited a garden of salmonberries in early spring.,cause
11800,She saw many flowers of salmonberries. Lucy visited a garden of salmonberries in early winter.,None
11801,He eats a lot of hard beans. Cockatoo is hungry.,None
11802,He eats a lot of hard beans. The caimen was hungry.,cause
11803,Her visual acuity is not affected. Mary has cataracts.,cause
11804,Her visual acuity is not affected. Lucy has a strong ability of adaptation.,None
11805,He got fast propulsion in the pool. The boy swam very hard.,cause
11806,He got fast propulsion in the pool. The boy swam very slowly.,None
11807,Many people want to know the easiest way to die. I want to learn the other two branches in the class of systematics.,None
11808,Many people want to know the easiest way to die. Doctors believe that the answer is paralysis of the muscles of respiration.,effect
11809,She went to the hospital for an examination shortly after she became ill. The results showed that agglutinins were produced.,effect
11810,She went to the hospital for an examination shortly after she became ill. She was well treated.,None
11811,The technician has extracted some material from the oil. He didn't find any toxins.,None
11812,The technician has extracted some material from the oil. These material was used to made airplane fuel.,effect
11813,Hawthorns can adapt to different extents of sun. Hawthorns growing under the full sun would be more delicious than those growing under partial sun.,effect
11814,Hawthorns can adapt to different extents of sun. The quality of hawthorns growing under the full sun is the same as the quality of hawthorns growing under the partial sun.,None
11815,My brother with schizophrenia had untreated drugs. He has a tendency to be affected by mental disease.,None
11816,My brother with schizophrenia had untreated drugs. He became violent.,effect
11817,The biospheres were affected. There was a serious problem of corrosion in lithospheres.,cause
11818,The biospheres were affected. There is an imbalance in the biologial circle.,None
11819,Many functions of his boat can not be used as normal. Tom has no ability to d researches.,None
11820,Many functions of his boat can not be used as normal. The sail of Tom's boat is broken.,cause
11821,The ice under the dam is thick and the water is deep. Many beavers live in it.,effect
11822,The ice under the dam is thick and the water is deep. The scientific community calls this effect hazards.,None
11823,A man claimed that he had found some fossil pieces of a deinonychuse from 3000 years ago. I trust his discrimination.,None
11824,A man claimed that he had found some fossil pieces of a deinonychuse from 3000 years ago. Archaeologists immediately denied the validity of this news.,effect
11825,Mary likes to think. She has many thoughts when her mind interacts with the environment.,effect
11826,Mary likes to think. Her brain keeps thinking.,None
11827,Its relaxing effect remained the whole day. The humidifier was on all night.,None
11828,Its relaxing effect remained the whole day. I tried aromatherapy.,cause
11829,The researcher observed the gametes and found they are diploid. The genoblast is a gametes rather than zygote.,None
11830,The researcher observed the gametes and found they are diploid. The gametes became zygote and the researcher found all of them are haploid.,effect
11831,Poisonous substances can hurt my dog. Condoms are necessary.,None
11832,Poisonous substances can hurt my dog. I won't let it take in any Bile.,effect
11833,Tom invited partners to his house. They entered the residences.,effect
11834,Tom invited partners to his house. It would be more complxed and difficult for Tom to do the job.,None
11835,He used an equation to solve it. The mathematician met a math problem.,cause
11836,He used an equation to solve it. He hates his teacher.,None
11837,"Peacocks prefer to walk into cages with green plants. The zookeeper prepared two cages, one with green plants and one without.",cause
11838,Peacocks prefer to walk into cages with green plants. Green plants are poisonous.,None
11839,He broke his bones. Jerry was at a wrestling match yesterday.,cause
11840,He broke his bones. Kevin went swimming in a small river.,None
11841,This river was severely polluted. Environmental pollution has been increased.,None
11842,This river was severely polluted. The relevant hydrological cycle was polluted.,effect
11843,She collects a lot of higher plants and breaks down them. Tom took his wife to the Lighting City.,None
11844,She collects a lot of higher plants and breaks down them. Alice wants to get some pectins.,cause
11845,Jack bought some grapefruit. The doctor advised Jack to eat more food containing vitamins.,cause
11846,Jack bought some grapefruit. The doctor advised Jack to eat more food containing dietary fiber.,None
11847,Bob was going to buy a pancreatin for the lab. He hired more researchers.,None
11848,Bob was going to buy a pancreatin for the lab. He decided to buy amylase.,effect
11849,"Whe I grew up, I dreamed to be an free travel writer. Amy has a lung problem and she can not cough up fluids accumulated in the lungs.",None
11850,"Whe I grew up, I dreamed to be an free travel writer. I dreamed to be an astronaut when I was young.",cause
11851,He kept a cactus. At last he knew they were made of silk.,None
11852,He kept a cactus. Its stem has a peculiar appearance.,effect
11853,The worker stopped the engine knock. Pre-ignition of combustion chamber didn't fail.,None
11854,The worker stopped the engine knock. Pre-ignition of combustion chamber didn't finish.,effect
11855,People who lose weight need to take in a certain amount of creatine so they can have more muscle. They can only eat some liquid diets.,None
11856,People who lose weight need to take in a certain amount of creatine so they can have more muscle. They only eat lean meat.,effect
11857,"In cold weather, Tom put on insulated clothing. His heat loss from the skin decreased.",effect
11858,"In cold weather, Tom put on insulated clothing. Tom got stinged by mosquitoes.",None
11859,Tom was crashed by the car and his ribs was injured. His heart didn't hurt.,effect
11860,Tom was crashed by the car and his ribs was injured. Doctors said that he had high blood pressure.,None
11861,Tom inherited his parents' height characteristics and he is much taller than his peers. Tom' s parents treat him more strictly than other parents do.,None
11862,Tom inherited his parents' height characteristics and he is much taller than his peers. Tom' s parents are tall than average people.,cause
11863,His pancreas isn't doing very well. He also suffers from galactosemia.,None
11864,His pancreas isn't doing very well. He often has diarrhea.,effect
11865,Competition in this nation is quite fierce. America pays much attention to industry with a concentration on production.,None
11866,Competition in this nation is quite fierce. The size of the population is affected.,effect
11867,"Here, they dance together. Chinese people like a lively atmosphere.",None
11868,"Here, they dance together. They choose swing dance for their party.",cause
11869,He likes eating carbohydrates. The farmer wants to harvest wheat.,None
11870,He likes eating carbohydrates. Tom is a boxer.,cause
11871,Jack's farm yields almost nothing. The weather has been dry with little rain this year.,cause
11872,Jack's farm yields almost nothing. Reports of beef yield determine the owner's qualification of selling beef.,None
11873,Microscopic examination showed that he contained a lot of Bacillus. He almost died in a car accident.,None
11874,Microscopic examination showed that he contained a lot of Bacillus. He almost lost his life because of diphtheria.,cause
11875,The captain told the passengers that the principle is the movement of the boat through the water. Tourists ask about the principle of oxygenation by the captain.,cause
11876,The captain told the passengers that the principle is the movement of the boat through the water. Tourists inquire about the price of the boat.,None
11877,Arthur sows seeds in winter. His family eats carrots every day in six months.,effect
11878,Arthur sows seeds in winter. He often gets cramps.,None
11879,The patient had great pains after the operation. His limbic system was lost.,None
11880,The patient had great pains after the operation. His limbic system was activated.,effect
11881,Her sleeplessness are more frequent than the former weeks. My wife is in her later weeks of pregnancy.,cause
11882,Her sleeplessness are more frequent than the former weeks. My wife is in her later weeks of deep sleep.,None
11883,The buttercups were planted in a dry field. They wouldn't end their lives in a year.,effect
11884,The buttercups were planted in a dry field. They didn't die in water.,None
11885,He was condemned by other indians for his misbehavior. He sold his garden to his neighbor.,None
11886,He was condemned by other indians for his misbehavior. This indian was rude to peacocks.,cause
11887,We need to take in key nutrients everyday. The relevant hydrological cycle was polluted.,None
11888,We need to take in key nutrients everyday. We eat food everyday.,effect
11889,Mary has Ichthyosis. She cooked some vegetables.,None
11890,Mary has Ichthyosis. She has dry scaly skin.,effect
11891,The worker found the spiracles were plugged up. The boy plugged up the external openings of the tracheal system.,cause
11892,The worker found the spiracles were plugged up. The refrigerator doesn't work.,None
11893,Tom walked towards his opponent. The distance was shorter than before.,effect
11894,Tom walked towards his opponent. He succeeded.,None
11895,Many items have cracks. They can survive.,None
11896,Many items have cracks. There is a lot of germs hiding.,effect
11897,Qing majors in Pharmacology. She knows about therapy in medicine as well as investigations of basic cellular mechanisms.,effect
11898,Qing majors in Pharmacology. Hot spots appeared on its skin.,None
11899,The child was protected in desert. He had lighter dehydration than others.,effect
11900,The child was protected in desert. The boy had a healthy body.,None
11901,An avalanch happened yesterday. Lots of small fish are swallowed.,None
11902,An avalanch happened yesterday. All the cottages around was damaged.,effect
11903,He criticized such a kind of  metaphysic. The king heard of the occultism talked by dunces.,cause
11904,He criticized such a kind of  metaphysic. Bob's metatarsal bone protrudes at the base of the big toe.,None
11905,Tom likes eating soft food especially marine products. His mother usually cooks whelks for him.,effect
11906,Tom likes eating soft food especially marine products. He prefers oysters to clams.,None
11907,Rasing children requires a large amount of money. Rich people usually have many children.,effect
11908,Rasing children requires a large amount of money. Poor people can afford raising many kids.,None
11909,She has been injected sone glucose. Jane got Flu.,None
11910,She has been injected sone glucose. Lucy was fainted.,cause
11911,Paul's research is about live animals. He suffered from long scars.,None
11912,Paul's research is about live animals. Paul is a naturalist.,effect
11913,John can't find where it is. This river is of high field.,None
11914,John can't find where it is. Companion tells John that there is a pigmy rattlesnake by his side.,cause
11915,Mary wants to have  vertical humeruses. She does abduction exercises every day.,effect
11916,Mary wants to have  vertical humeruses. She goes to the gym regularly.,None
11917,I had a headache. My roommate didn't understand the word Pseudoephedrine.,None
11918,I had a headache. The stone hurt my head.,cause
11919,It is insect-pollinated. This plant is not a kind of crucifer.,None
11920,It is insect-pollinated. Radish is a kind of crucifer.,cause
11921,Cruciferous vegetables are good for health. Children are encouraged to eat sprouts.,None
11922,Cruciferous vegetables are good for health. Many mothers ask their children to eat more turnips.,effect
11923,The reaction between oxalic acid and other reagents produced the calcium salt of oxalic acid. Crystalline Oxalate was precipitated from the products.,effect
11924,The reaction between oxalic acid and other reagents produced the calcium salt of oxalic acid. Refineries produce liquefied petroleum gas in the process of producing other more commonly used fuels.,None
11925,He became cleaner. The room was dirty which is full of dust.,None
11926,He became cleaner. He had a bath.,cause
11927,He now badly regrets his choice. Mark didn't consider carefully in choosing his position.,cause
11928,He now badly regrets his choice. The man disturbed the wasps' nest.,None
11929,The government stated this in the announcement. The government leader plans to promote Tom.,cause
11930,The government stated this in the announcement. The government is aware of the importance of children's health for the future of the country and wants to reduce child mortality.,None
11931,He compared different databases. He saw many differences.,effect
11932,He compared different databases. He found that there were some dinoflagellates.,None
11933,That man is addicted to killing innocents. That man enjoys the pleasure produced by killing.,cause
11934,That man is addicted to killing innocents. Tom has killed others.,None
11935,Farmers hate animales eating their seedlings. They hate pheasants.,effect
11936,Farmers hate animales eating their seedlings. They immediately organized people to pick fruits.,None
11937,Anna was just diagnosed with Endometriosis. The doctor said that Anna has had endometriosis for a long time.,effect
11938,Anna was just diagnosed with Endometriosis. The doctor said Anna has soon discovered Endometriosis.,None
11939,The gardener pour fertilizers to the plants every month. The plants are fed and cleaned every hour.,None
11940,The gardener pour fertilizers to the plants every month. The plants are fed and cleaned regularly.,effect
11941,It looks for zooplankton. The small fish needs to hunt for food.,cause
11942,It looks for zooplankton. I saw a midge.,None
11943,I guess she has cancer. The pregnant woman has Malocclusion.,None
11944,I guess she has cancer. The drugs in My grandma's treatment include Vinblastine.,cause
11945,Tom dicovered most plants have glycosides. Tom analyzed the sugar-related components in many animals.,None
11946,Tom dicovered most plants have glycosides. Tom analyzed the sugar-related components in many plants.,cause
